Distributors,Retailers,PO_Number,PO_Date,PO_Requested_Delivery_Date,PO_Amount,PO_Status,Actual Fulfillment Date,Invoice_Number,Invoice_Date,Invoice_Amount,Shipping_City,Shipping_State,Shipping_State_Code,Shipping_Country,Shipping_Country_Code,Shipping_Postal_Code,PO_Link,Manual_Invoice_Link,SPS_Invoices,Manual_Invoice_Link1,year_month_PO,Delay_Days,PO_Delivery_Status,UPC/GTIN,SKU,SKU_Qty,PO_Case_Price,PO_Sales,Invoice_Qty,Invoice_Case_Price,Status,total_sales,Box_per_Case,Location,Qty Diff,Amt Diff,Channel,Unit List Cost,Common_PO_Date,Common_Invoice_Date,New_PO_Delivery_Status,New_Status
C&S,C&S,PO308358,2023-12-12,2023-12-27,38634.8,Fulfilled,2023-12-27,CS078,2023-12-27,38634.8,Bethlehem,Pennsylvania,PA,United States,US,18021,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EaeFs2r5ZD1Fqr9folBj-aABRnWF_PEniIGQhXIVvMbM9Q?e=LZUfky,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EZSBjI45SzhMms683ta_0xoBph5CGaqnRWW6iBeqe1YRKQ?e=TZ0f8W,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ESZuc0H-lBxHiFc1j-Rbb-8Bzj0dCLzDbU1MIx6MZfCyTw?e=EmywsG,,2023-12,0.0,Delivered on Time,850023080677.0,CPC25NL,200.0,36.96,7392.0,200.0,36.96,Fulfilled,7392.0,8.0,East,0.0,0.0,Retail,4.62,Dec-2023,Dec-2023,Fulfilled,Fulfilled
C&S,C&S,PO308358,2023-12-12,2023-12-27,38634.8,Fulfilled,2023-12-27,CS078,2023-12-27,38634.8,Bethlehem,Pennsylvania,PA,United States,US,18021,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EaeFs2r5ZD1Fqr9folBj-aABRnWF_PEniIGQhXIVvMbM9Q?e=LZUfky,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EZSBjI45SzhMms683ta_0xoBph5CGaqnRWW6iBeqe1YRKQ?e=TZ0f8W,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ESZuc0H-lBxHiFc1j-Rbb-8Bzj0dCLzDbU1MIx6MZfCyTw?e=EmywsG,,2023-12,0.0,Delivered on Time,810103150256.0,CBP10RO3C20,36.0,25.6,921.6,36.0,25.6,Fulfilled,921.6,8.0,East,0.0,0.0,Retail,3.2,Dec-2023,Dec-2023,Fulfilled,Fulfilled
C&S,C&S,PO309203,2023-12-12,2023-12-27,30637.6,Short Shipped,2023-12-28,CS079,2023-12-28,24392.08,Bethlehem,Pennsylvania,PA,United States,US,18023,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EYFYTKeUx_JJji87uuwXDGkBdlGQNeSME-a4_VnvHryDPg?e=stdkwY,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/ETSo87tdIZ1HnvNwao2ZgcsB2v225LHK08Yg13MGDV3Qfg?e=1oud6D,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EVxtQEjOMTdKmxGNBgzTlLEBX0Ln2JSjObDmvdG_Cn7uiQ?e=TD6VoX,,2023-12,1.0,Delivered Late,850023080554.0,CBP9RO20,935.0,17.12,16007.2,935.0,17.12,Fulfilled,16007.2,8.0,East,0.0,0.0,Retail,2.25,Dec-2023,Dec-2023,Fulfilled,Fulfilled
C&S,C&S,PO309203,2023-12-12,2023-12-27,30637.6,Short Shipped,2023-12-28,CS079,2023-12-28,24392.08,Bethlehem,Pennsylvania,PA,United States,US,18023,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EYFYTKeUx_JJji87uuwXDGkBdlGQNeSME-a4_VnvHryDPg?e=stdkwY,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/ETSo87tdIZ1HnvNwao2ZgcsB2v225LHK08Yg13MGDV3Qfg?e=1oud6D,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EVxtQEjOMTdKmxGNBgzTlLEBX0Ln2JSjObDmvdG_Cn7uiQ?e=TD6VoX,,2023-12,1.0,Delivered Late,850023080578.0,CBB16RO20,450.0,16.8,7560.0,450.0,16.8,Fulfilled,7560.0,8.0,East,0.0,0.0,Retail,2.25,Dec-2023,Dec-2023,Fulfilled,Fulfilled
C&S,C&S,PO309203,2023-12-12,2023-12-27,30637.6,Short Shipped,2023-12-28,CS079,2023-12-28,24392.08,Bethlehem,Pennsylvania,PA,United States,US,18023,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EYFYTKeUx_JJji87uuwXDGkBdlGQNeSME-a4_VnvHryDPg?e=stdkwY,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/ETSo87tdIZ1HnvNwao2ZgcsB2v225LHK08Yg13MGDV3Qfg?e=1oud6D,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EVxtQEjOMTdKmxGNBgzTlLEBX0Ln2JSjObDmvdG_Cn7uiQ?e=TD6VoX,,2023-12,1.0,Delivered Late,850023080639.0,CBP9RO50,180.0,39.28,7070.400000000001,21.0,39.28,Short Shipped,824.88,8.0,East,159.0,6245.52,Retail,5.45,Dec-2023,Dec-2023,Fulfilled,Short Shipped
C&S,C&S,PO309208,2023-12-12,2023-12-27,35841.6,Short Shipped,2024-01-04,CS080,2024-01-04,29164.0,Bethlehem,Pennsylvania,PA,United States,US,18022,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ETaKvW6RvT5Kq-RLUlfty4cBrC8lwKnV9jxt_ZbC9c6URQ?e=BotAEe,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EeyLbJ6Qi6dFoz-DOM9AfUkBr8c1p-pN64EBs2i002Pu5w?e=NGNFJ0,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EU3dCGnEIadCvjJ-nvpXkuABBSVFnFC3XWzuncRNopPxvA?e=hRHvDj,,2023-12,8.0,Delivered Late,850023080578.0,CBB16RO20,450.0,16.8,7560.0,450.0,16.8,Fulfilled,7560.0,8.0,East,0.0,0.0,Retail,2.25,Dec-2023,Jan-2024,Fulfilled,Fulfilled
C&S,C&S,PO309208,2023-12-12,2023-12-27,35841.6,Short Shipped,2024-01-04,CS080,2024-01-04,29164.0,Bethlehem,Pennsylvania,PA,United States,US,18022,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ETaKvW6RvT5Kq-RLUlfty4cBrC8lwKnV9jxt_ZbC9c6URQ?e=BotAEe,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EeyLbJ6Qi6dFoz-DOM9AfUkBr8c1p-pN64EBs2i002Pu5w?e=NGNFJ0,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EU3dCGnEIadCvjJ-nvpXkuABBSVFnFC3XWzuncRNopPxvA?e=hRHvDj,,2023-12,8.0,Delivered Late,850023080639.0,CBP9RO50,720.0,39.28,28281.6,550.0,39.28,Short Shipped,21604.0,8.0,East,170.0,6677.6,Retail,5.45,Dec-2023,Jan-2024,Fulfilled,Short Shipped
C&S,C&S,PO328706,2022-11-22,2022-12-07,9982.08,Short Shipped,2022-12-07,CS035,2022-12-09,7829.28,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EcE0dNzdU_BFtlNUldF39AABat7elVT7EXEy1RHOrT4Xig?e=WcPFCc,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EfjfmjMLXZVMm0LtISfVkDEBLKoUVLCtfWVPQe-8AUDR6Q?e=yGgXaJ,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EQ4cWuBO3R9HrRnS17BUhP8BAQ97L6rKpCvCcGx1i_6MBg?e=xN3eCS,,2022-11,0.0,Delivered on Time,850023080608.0,CTB4G25,60.0,35.88,2152.8,0.0,35.88,Cancelled,0.0,12.0,East,0.0,0.0,Retail,2.93,Nov-2022,Dec-2022,Fulfilled,Cancelled
C&S,C&S,PO328706,2022-11-22,2022-12-07,9982.08,Short Shipped,2022-12-07,CS035,2022-12-09,7829.28,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EcE0dNzdU_BFtlNUldF39AABat7elVT7EXEy1RHOrT4Xig?e=WcPFCc,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EfjfmjMLXZVMm0LtISfVkDEBLKoUVLCtfWVPQe-8AUDR6Q?e=yGgXaJ,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EQ4cWuBO3R9HrRnS17BUhP8BAQ97L6rKpCvCcGx1i_6MBg?e=xN3eCS,,2022-11,0.0,Delivered on Time,850023080455.0,PLP10SQ20,32.0,50.4,1612.8,32.0,50.4,Fulfilled,1612.8,8.0,East,0.0,0.0,Retail,6.0,Nov-2022,Dec-2022,Fulfilled,Fulfilled
C&S,C&S,PO328706,2022-11-22,2022-12-07,9982.08,Short Shipped,2022-12-07,CS035,2022-12-09,7829.28,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EcE0dNzdU_BFtlNUldF39AABat7elVT7EXEy1RHOrT4Xig?e=WcPFCc,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EfjfmjMLXZVMm0LtISfVkDEBLKoUVLCtfWVPQe-8AUDR6Q?e=yGgXaJ,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EQ4cWuBO3R9HrRnS17BUhP8BAQ97L6rKpCvCcGx1i_6MBg?e=xN3eCS,,2022-11,0.0,Delivered on Time,850023080622.0,CBC25,54.0,48.16,2600.64,54.0,48.16,Fulfilled,2600.64,8.0,East,0.0,0.0,Retail,6.22,Nov-2022,Dec-2022,Fulfilled,Fulfilled
C&S,C&S,PO328706,2022-11-22,2022-12-07,9982.08,Short Shipped,2022-12-07,CS035,2022-12-09,7829.28,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EcE0dNzdU_BFtlNUldF39AABat7elVT7EXEy1RHOrT4Xig?e=WcPFCc,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EfjfmjMLXZVMm0LtISfVkDEBLKoUVLCtfWVPQe-8AUDR6Q?e=yGgXaJ,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EQ4cWuBO3R9HrRnS17BUhP8BAQ97L6rKpCvCcGx1i_6MBg?e=xN3eCS,,2022-11,0.0,Delivered on Time,850023080653.0,CBB16RO50,36.0,38.4,1382.4,36.0,38.4,Fulfilled,1382.4,8.0,East,0.0,0.0,Retail,5.29,Nov-2022,Dec-2022,Fulfilled,Fulfilled
C&S,C&S,PO328706,2022-11-22,2022-12-07,9982.08,Short Shipped,2022-12-07,CS035,2022-12-09,7829.28,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EcE0dNzdU_BFtlNUldF39AABat7elVT7EXEy1RHOrT4Xig?e=WcPFCc,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EfjfmjMLXZVMm0LtISfVkDEBLKoUVLCtfWVPQe-8AUDR6Q?e=yGgXaJ,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EQ4cWuBO3R9HrRnS17BUhP8BAQ97L6rKpCvCcGx1i_6MBg?e=xN3eCS,,2022-11,0.0,Delivered on Time,850023080677.0,CPC25NL,54.0,41.36,2233.44,54.0,41.36,Fulfilled,2233.44,8.0,East,0.0,0.0,Retail,4.62,Nov-2022,Dec-2022,Fulfilled,Fulfilled
C&S,C&S,PO338407,2023-12-29,2024-01-15,40166.4,Short Shipped,2024-01-15,CS084,2024-01-15,13132.8,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EW58SxRPM21FmtGMEmMRXHQBYNjREVyxO3RMQdPNPXBmXg?e=x7erJg,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EQH63FwK_OtGvU0CwMBsZNYB5J0jdN59AAtm8bqaUlkRxA?e=RWYR3x,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EavjUUqR-K1DhDaonira5HcBK7rmw-6LkDXS-kc9LWKBJA?e=vOEmbf,,2023-12,0.0,Delivered on Time,850023080615.0,CCS24,120.0,48.0,5760.0,120.0,48.0,Fulfilled,5760.0,24.0,East,0.0,0.0,Retail,2.0,Dec-2023,Jan-2024,Fulfilled,Fulfilled
C&S,C&S,PO338407,2023-12-29,2024-01-15,40166.4,Short Shipped,2024-01-15,CS084,2024-01-15,13132.8,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EW58SxRPM21FmtGMEmMRXHQBYNjREVyxO3RMQdPNPXBmXg?e=x7erJg,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EQH63FwK_OtGvU0CwMBsZNYB5J0jdN59AAtm8bqaUlkRxA?e=RWYR3x,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EavjUUqR-K1DhDaonira5HcBK7rmw-6LkDXS-kc9LWKBJA?e=vOEmbf,,2023-12,0.0,Delivered on Time,850023080745.0,CBP10RO20,1344.0,25.6,34406.4,288.0,25.6,Short Shipped,7372.8,8.0,East,1056.0,27033.600000000002,Retail,3.2,Dec-2023,Jan-2024,Fulfilled,Short Shipped
C&S,C&S,PO338440,2023-12-29,2024-01-15,45238.56,Short Shipped,2024-01-15,CS085,2024-01-15,23808.0,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXM-e83V1KxDgPkIWhkAvZ4BS-oXpN9E274lGHPNoklFrg?e=HMkekY,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EaH4VQ5EDqxEjILMJZTdfaMBShwOqWQ4yH7NEnl2oOo6bg?e=8KUcaU,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWs2hBOH1UtDrbOdSexsmDMBeDoLZDFmZk6i4d_UqQgz4Q?e=abkKih,,2023-12,0.0,Delivered on Time,850023080608.0,CTB4G25,104.0,35.16,3656.639999999999,104.0,35.16,Fulfilled,3656.639999999999,12.0,East,0.0,0.0,Retail,2.93,Dec-2023,Jan-2024,Fulfilled,Fulfilled
C&S,C&S,PO338440,2023-12-29,2024-01-15,45238.56,Short Shipped,2024-01-15,CS085,2024-01-15,23808.0,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXM-e83V1KxDgPkIWhkAvZ4BS-oXpN9E274lGHPNoklFrg?e=HMkekY,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EaH4VQ5EDqxEjILMJZTdfaMBShwOqWQ4yH7NEnl2oOo6bg?e=8KUcaU,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWs2hBOH1UtDrbOdSexsmDMBeDoLZDFmZk6i4d_UqQgz4Q?e=abkKih,,2023-12,0.0,Delivered on Time,850023080424.0,CTB13G25,30.0,48.8,1464.0,30.0,48.8,Fulfilled,1464.0,8.0,East,0.0,0.0,Retail,6.1,Dec-2023,Jan-2024,Fulfilled,Fulfilled
C&S,C&S,PO338440,2023-12-29,2024-01-15,45238.56,Short Shipped,2024-01-15,CS085,2024-01-15,23808.0,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXM-e83V1KxDgPkIWhkAvZ4BS-oXpN9E274lGHPNoklFrg?e=HMkekY,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EaH4VQ5EDqxEjILMJZTdfaMBShwOqWQ4yH7NEnl2oOo6bg?e=8KUcaU,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWs2hBOH1UtDrbOdSexsmDMBeDoLZDFmZk6i4d_UqQgz4Q?e=abkKih,,2023-12,0.0,Delivered on Time,850023080677.0,CPC25NL,240.0,36.96,8870.4,240.0,36.96,Fulfilled,8870.4,8.0,East,0.0,0.0,Retail,4.62,Dec-2023,Jan-2024,Fulfilled,Fulfilled
C&S,C&S,PO338440,2023-12-29,2024-01-15,45238.56,Short Shipped,2024-01-15,CS085,2024-01-15,23808.0,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXM-e83V1KxDgPkIWhkAvZ4BS-oXpN9E274lGHPNoklFrg?e=HMkekY,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EaH4VQ5EDqxEjILMJZTdfaMBShwOqWQ4yH7NEnl2oOo6bg?e=8KUcaU,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWs2hBOH1UtDrbOdSexsmDMBeDoLZDFmZk6i4d_UqQgz4Q?e=abkKih,,2023-12,0.0,Delivered on Time,810103150256.0,CBP10RO3C20,48.0,25.6,1228.8,48.0,25.6,Fulfilled,1228.8,8.0,East,0.0,0.0,Retail,3.2,Dec-2023,Jan-2024,Fulfilled,Fulfilled
C&S,C&S,PO338440,2023-12-29,2024-01-15,45238.56,Short Shipped,2024-01-15,CS085,2024-01-15,23808.0,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXM-e83V1KxDgPkIWhkAvZ4BS-oXpN9E274lGHPNoklFrg?e=HMkekY,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EaH4VQ5EDqxEjILMJZTdfaMBShwOqWQ4yH7NEnl2oOo6bg?e=8KUcaU,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWs2hBOH1UtDrbOdSexsmDMBeDoLZDFmZk6i4d_UqQgz4Q?e=abkKih,,2023-12,0.0,Delivered on Time,850023080752.0,CBP10RO50,240.0,58.48,14035.2,0.0,58.48,Short Shipped,0.0,8.0,East,240.0,14035.199999999999,Retail,7.31,Dec-2023,Jan-2024,Fulfilled,Short Shipped
C&S,C&S,PO338440,2023-12-29,2024-01-15,45238.56,Short Shipped,2024-01-15,CS085,2024-01-15,23808.0,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EXM-e83V1KxDgPkIWhkAvZ4BS-oXpN9E274lGHPNoklFrg?e=HMkekY,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EaH4VQ5EDqxEjILMJZTdfaMBShwOqWQ4yH7NEnl2oOo6bg?e=8KUcaU,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWs2hBOH1UtDrbOdSexsmDMBeDoLZDFmZk6i4d_UqQgz4Q?e=abkKih,,2023-12,0.0,Delivered on Time,850023080561.0,CBP6RO20,1407.0,11.36,15983.52,756.0,11.36,Short Shipped,8588.16,8.0,East,651.0,7395.36,Retail,1.42,Dec-2023,Jan-2024,Fulfilled,Short Shipped
C&S,C&S,PO339631,2023-12-29,2024-01-15,57312.0,Fulfilled,2024-01-15,CS082,2024-01-15,57312.0,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EbPcddJkWEpLiWy-F3SWIQYBrofvqBm7yWlQ2ei2qZCN7g?e=iJcYz5,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ERGulJi97RFNjD1FJX6bubUBCWekE7qk1s-LU7e3Ys2Ccg?e=9D5SAi,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EYUAHpikq9FNnWEYOeU9FSMBrzgLmTwA9NzMzINWoSLTiA?e=A28sEq,,2023-12,0.0,Delivered on Time,810103151031.0,PLAS100,1200.0,47.76,57312.0,1200.0,47.76,Fulfilled,57312.0,24.0,East,0.0,0.0,Retail,1.99,Dec-2023,Jan-2024,Fulfilled,Fulfilled
C&S,C&S,PO339640,2023-12-29,2024-01-15,33744.48,Fulfilled,2024-01-16,CS083,2024-01-16,33744.48,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/ERg_hMSWeUJKp5lnygiqYYMBjLa6wOYQMIALHlJNMIWNig?e=azbonU,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EX4zn7kRsmFLt7AhpqmuKsIBJprW3N6o_trUZDELnLr2rw?e=q2PBFc,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EZQwo3HTTIFKijNI9BpH9hwBbtX_EUa9HnTXc1aG_PvAVQ?e=4e3qt4,,2023-12,1.0,Delivered Late,810103151079.0,CBC20,847.0,39.84,33744.48,847.0,39.84,Fulfilled,33744.48,8.0,East,0.0,0.0,Retail,4.98,Dec-2023,Jan-2024,Fulfilled,Fulfilled
C&S,C&S,PO339645,2023-12-29,2024-01-15,17848.32,Fulfilled,2024-01-15,CS081,2024-01-15,17848.32,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EUW0OckU32xMjMNjBLT0cEMBHrpPFL-jKR2Yi_PVLf9jYg?e=kxOaOf,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/Eb7-Q52QpHFBnJU3fKrHF2ABjCuexEMswcr5QsAkXC2LqA?e=BybZpG,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EWr5LfzS2E9ErYsOrn87UYABsAR5iiIIo7IMENB_RtOGGA?e=cNwVQV,,2023-12,0.0,Delivered on Time,810103151079.0,CBC20,448.0,39.84,17848.32,448.0,39.84,Fulfilled,17848.32,8.0,East,0.0,0.0,Retail,4.98,Dec-2023,Jan-2024,Fulfilled,Fulfilled
C&S,C&S,PO349487,2022-12-05,2022-12-19,22780.32,Fulfilled,2022-12-19,CS036,2022-12-28,22780.32,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY936qolo6BKt2HqPg0jhp0B_ad3vZrFuGtPh8FCeJjTvg?e=CLRdSf,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EVC6Mb_RgIJIvxr1aBH9fpsBNVAPmlRXmtFeBSn98zdOjA?e=JRatmb,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EYgzSn4Z3klJgNP-TzLMOsAB6iOyj-9nkShZj94Mvps_rw?e=EiME8L,,2022-12,0.0,Delivered on Time,850023080455.0,PLP10SQ20,64.0,50.4,3225.6,64.0,50.4,Fulfilled,3225.6,8.0,East,0.0,0.0,Retail,6.0,Dec-2022,Dec-2022,Fulfilled,Fulfilled
C&S,C&S,PO349487,2022-12-05,2022-12-19,22780.32,Fulfilled,2022-12-19,CS036,2022-12-28,22780.32,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY936qolo6BKt2HqPg0jhp0B_ad3vZrFuGtPh8FCeJjTvg?e=CLRdSf,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EVC6Mb_RgIJIvxr1aBH9fpsBNVAPmlRXmtFeBSn98zdOjA?e=JRatmb,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EYgzSn4Z3klJgNP-TzLMOsAB6iOyj-9nkShZj94Mvps_rw?e=EiME8L,,2022-12,0.0,Delivered on Time,850023080608.0,CTB4G25,40.0,35.88,1435.2,40.0,35.88,Fulfilled,1435.2,12.0,East,0.0,0.0,Retail,2.93,Dec-2022,Dec-2022,Fulfilled,Fulfilled
C&S,C&S,PO349487,2022-12-05,2022-12-19,22780.32,Fulfilled,2022-12-19,CS036,2022-12-28,22780.32,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY936qolo6BKt2HqPg0jhp0B_ad3vZrFuGtPh8FCeJjTvg?e=CLRdSf,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EVC6Mb_RgIJIvxr1aBH9fpsBNVAPmlRXmtFeBSn98zdOjA?e=JRatmb,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EYgzSn4Z3klJgNP-TzLMOsAB6iOyj-9nkShZj94Mvps_rw?e=EiME8L,,2022-12,0.0,Delivered on Time,850023080554.0,CBP9RO20,144.0,17.12,2465.28,144.0,17.12,Fulfilled,2465.28,8.0,East,0.0,0.0,Retail,2.25,Dec-2022,Dec-2022,Fulfilled,Fulfilled
C&S,C&S,PO349487,2022-12-05,2022-12-19,22780.32,Fulfilled,2022-12-19,CS036,2022-12-28,22780.32,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY936qolo6BKt2HqPg0jhp0B_ad3vZrFuGtPh8FCeJjTvg?e=CLRdSf,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EVC6Mb_RgIJIvxr1aBH9fpsBNVAPmlRXmtFeBSn98zdOjA?e=JRatmb,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EYgzSn4Z3klJgNP-TzLMOsAB6iOyj-9nkShZj94Mvps_rw?e=EiME8L,,2022-12,0.0,Delivered on Time,850023080578.0,CBB16RO20,144.0,16.8,2419.2,144.0,16.8,Fulfilled,2419.2,8.0,East,0.0,0.0,Retail,2.25,Dec-2022,Dec-2022,Fulfilled,Fulfilled
C&S,C&S,PO349487,2022-12-05,2022-12-19,22780.32,Fulfilled,2022-12-19,CS036,2022-12-28,22780.32,Bethlehem,Pennsylvania,PA,United States,US,18020,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EY936qolo6BKt2HqPg0jhp0B_ad3vZrFuGtPh8FCeJjTvg?e=CLRdSf,https://ecosoulhome.sharepoint.com/:x:/s/Dataanalytics_Ecosoul/EVC6Mb_RgIJIvxr1aBH9fpsBNVAPmlRXmtFeBSn98zdOjA?e=JRatmb,https://ecosoulhome.sharepoint.com/:b:/s/Dataanalytics_Ecosoul/EYgzSn4Z3klJgNP-TzLMOsAB6iOyj-9nkShZj94Mvps_rw?e=EiME8L,,2022-12,0.0,Delivered on Time,850023080424.0,CTB13G25,18.0,49.04,882.72,18.0,49.04,Fulfilled,882.72,8.0,East,0.0,0.0,Retail,6.1,Dec-2022,Dec-2022,Fulfilled,Fulfilled
